Location,Person Count,Vehicle Count,Injuries,Date,Hit Parked Car
EAST MARGINAL WAY S BETWEEN S FIDALGO ST AND 1ST AVE S,1,1,0,10/02/2009,N
WEST MARGINAL WAY SW BETWEEN SW ALASKA ST AND SW EDMUNDS ST,1,1,1,21/11/2007,N
NE NORTHGATE WAY BETWEEN 5TH AVE NE AND 8TH AVE NE,3,2,2,19/10/2012,N
STANLEY AVE S AND S ALBRO PL,3,2,1,05/10/2010,N
2ND AVE BETWEEN PIKE ST AND PINE ST,0,1,0,19/04/2016,N
NE 65TH ST BETWEEN 15TH AVE NE AND 16TH AVE NE,2,2,0,23/01/2008,N
45TH AVE S BETWEEN S MYRTLE ST AND S OTHELLO ST,2,2,0,30/03/2013,N
8TH AVE SW BETWEEN SW CAMBRIDGE ST AND SW ROXBURY ST,2,2,1,19/04/2012,N
RAINIER AVE S BETWEEN 39TH S AVE S AND 42ND AVE S,2,2,0,12/08/2013,N
AURORA AVE N AND N 50 UPPER ST,3,2,0,23/02/2010,N
NE NORTHGATE WAY BETWEEN 5TH AVE NE AND 8TH AVE NE,2,2,0,12/12/2006,N
JAMES ST BETWEEN 5TH AVE AND 6TH AVE,1,1,0,07/03/2015,N
2ND AVE AND MADISON ST,2,2,1,04/04/2008,N
15TH AVE NE AND NE 52ND ST,2,1,1,07/03/2013,N
15TH AVE S BETWEEN S LUCILE ST AND S ORCAS ST,2,2,0,03/09/2006,N
42ND AVE S AND S CLOVERDALE ST,8,2,2,24/08/2006,N
RAINIER AVE S BETWEEN S KING ST AND S WELLER ST,2,2,1,07/09/2013,N
HAYES ST BETWEEN DEXTER AVE N AND 8TH AVE N,2,2,0,22/12/2008,N
,2,2,0,19/04/2009,N
30TH AVE S BETWEEN S CHARLES ST AND S NORMAN ST,2,2,0,21/06/2011,N
31ST AVE NE BETWEEN NE 75TH ST AND NE 77TH ST,2,2,0,15/06/2012,N
S ALASKA ST BETWEEN 31ST AVE S AND 32ND AVE S,0,3,1,12/04/2016,N
68TH AVE S BETWEEN RAINIER AVE S AND HOLYOKE WAY S,1,1,0,15/02/2010,N
FAUNTLEROY WAY SW BETWEEN SW TRENTON ST AND SW BARTON ST,7,3,1,21/05/2008,N
SUMMIT AVE E AND E OLIVE WAY,3,2,1,30/07/2011,N
5TH AVE AND LENORA ST,2,2,0,09/01/2012,N
AIRPORT WAY S AND S LUCILE ST,2,2,0,22/03/2010,N
21ST AVE W BETWEEN ELLIOTT BAY TRL AND THORNDYKE AVE W,2,1,1,09/08/2006,N
6TH AVE BETWEEN SPRING ST AND SENECA ST,2,2,0,06/08/2005,N
S ROYAL BROUGHAM WAY BETWEEN 3RD AVE S AND 4TH AVE S,5,2,0,15/09/2012,N
ALOHA ST AND NOB HILL AVE N,2,2,0,11/11/2011,N
JAMES ST AND TERRY AVE,3,1,1,01/06/2006,N
BOREN AVE N AND DENNY WAY,3,2,0,05/07/2016,N
33RD AVE NE BETWEEN NE 120TH ST AND NE 123RD ST,2,2,0,15/01/2013,N
MINOR AVE E BETWEEN E NEWTON ST AND E BOSTON ST,2,2,0,13/11/2014,N
S MICHIGAN ST BETWEEN OCCIDENTAL AVE S AND EAST MARGINAL WAY S,2,2,0,26/09/2008,N
E MADISON ST BETWEEN 25TH AVE E AND 26TH AVE E,2,2,0,05/04/2011,N
18TH AVE AND E MADISON ST,0,2,1,31/03/2015,N
RAINIER AVE S BETWEEN S KENNY ST AND S GRAHAM ST,0,0,0,09/11/2007,N
6TH AVE BETWEEN WESTLAKE AVE AND VIRGINIA ST,2,2,0,09/06/2016,N
MINOR AVE BETWEEN SENECA ST AND UNIVERSITY ST,2,2,0,18/12/2009,N
MERCER ST AND YALE AVE N,4,2,0,04/12/2004,N
AIRPORT WAY S AND S HOLGATE S ST,3,2,1,07/12/2011,N
NW 54TH ST AND NW MARKET ST,2,1,1,25/07/2013,N
5TH AVE AND BATTERY ST,2,2,0,31/03/2013,N
BELMONT PL E BETWEEN BELLEVUE PL E AND E PROSPECT ST,0,0,0,06/11/2013,N
4TH AVE AND VIRGINIA ST,2,2,0,18/08/2014,N
,0,0,0,09/06/2014,Y
5TH AVE AND UNIVERSITY ST,2,2,0,28/02/2009,N
ALASKAN WAY S BETWEEN S MAIN ST AND S JACKSON ST,3,2,0,26/11/2009,N
DELRIDGE WAY SW AND SW HOLDEN ST,2,2,0,06/03/2009,N
5TH AVE S AND S MICHIGAN ST,3,2,1,06/06/2016,N
BELLEVUE AVE AND E PINE ST,2,2,0,10/11/2009,N
30TH AVE NE BETWEEN LAKE CITY N WAY NE AND NE 125TH ST,0,0,0,22/07/2004,N
9TH AVE AND DENNY WAY,5,2,0,18/12/2011,N
37TH AVE SW AND SW HUDSON ST,2,2,0,04/09/2010,N
E FIR ST BETWEEN BROADWAY AND 10TH AVE,2,2,0,26/03/2013,N
EAST MARGINAL WAY S AND S MICHIGAN ST,1,1,0,18/01/2013,N
JEFFERSON ST BETWEEN BOREN AVE AND BROADWAY,0,0,0,29/07/2014,N
12TH AVE AND E MADISON ST,4,4,2,13/11/2016,N
22ND AVE S AND S HILL ST,2,2,0,09/09/2008,N
S KING ST BETWEEN MAYNARD AL S AND 7TH AVE S,2,2,0,29/08/2009,N
30TH AVE NE AND NE 145TH ST,2,2,0,14/10/2009,N
15TH NB AVE NW AND NW LEARY WAY,3,2,0,02/08/2009,N
E JAMES WAY BETWEEN BROADWAY AND E CHERRY ST,2,2,0,22/02/2007,N
GREEN LAKE WAY N AND WOODLAND PARK AVE N,2,2,0,14/03/2011,N
S AUSTIN ST BETWEEN 40TH AVE S AND M L KING JR WR WAY S,2,2,0,11/10/2010,N
N 39TH ST BETWEEN WOODLAND PARK AVE N AND BRIDGE WAY N,2,2,0,06/11/2015,Y
RAINIER AVE S BETWEEN 57TH AVE S AND ITHACA PL S,2,2,0,06/11/2009,N
CORSON AVE S BETWEEN S WILLOW ST AND EAST MARGINAL WAY S,2,2,0,15/10/2013,N
LAKE CITY WAY NE BETWEEN NE 140TH ST AND NE 143RD ST,2,2,1,15/08/2013,N
EASTLAKE AVE E BETWEEN E NEWTON ST AND E BOSTON ST,2,2,0,04/10/2010,N
E LAKE WASHINGTON BLVD BETWEEN MONTLAKE BLVD E AND 24TH AVE E,3,2,1,24/03/2006,N
23RD AVE S BETWEEN S MASSACHUSETTS ST AND S GRAND ST,1,1,0,12/01/2015,N
20TH AVE NE BETWEEN NE 143RD ST AND NE 145TH ST,2,2,0,18/10/2008,N
37TH AVE SW BETWEEN SW MORGAN ST AND SW WARSAW ST,2,2,0,21/03/2004,N
GREENWOOD AVE N BETWEEN N 84TH ST AND N 85TH ST,3,2,0,23/05/2006,N
AURORA BR BETWEEN RAYE ST AND BRIDGE WAY N,2,2,0,30/08/2006,N
S ORCAS ST BETWEEN 48TH AVE S AND 51ST AVE S,2,2,0,15/05/2016,N
1ST AVE N AND ROY ST,2,1,1,02/04/2011,N
BEACON WR AVE S AND S GRAHAM ST,5,3,0,20/08/2008,N
ROOSEVELT WAY NE AND NE 80TH ST,2,2,1,26/11/2008,N
46TH AVE SW AND SW FINDLAY ST,3,2,0,03/01/2012,N
NE 42ND ST BETWEEN 12TH AVE NE AND BROOKLYN AVE NE,2,2,0,29/11/2011,N
W BERTONA ST BETWEEN 21ST AVE W AND 22ND AVE W,2,2,0,23/04/2016,Y
EAST MARGINAL WAY S BETWEEN S FRONT ST AND S MICHIGAN ST,2,2,0,31/03/2008,N
5TH AVE N AND ROY ST,0,0,0,12/02/2011,N
26TH AVE S BETWEEN S WASHINGTON ST AND S JACKSON ST,2,2,0,07/07/2010,N
PALATINE AVE N BETWEEN N 36TH ST AND N 39TH ST,2,2,0,14/10/2006,N
25TH AVE NE AND NE 75TH ST,2,2,0,08/06/2004,N
NICKERSON ST AND WESTLAKE AVE N,4,2,0,04/07/2013,N
LEARY WAY NW BETWEEN NW 39TH ST AND 3RD AVE NW,2,2,0,17/11/2011,N
26TH AVE SW AND SW NEVADA ST,1,1,0,24/06/2006,N
NE 125TH ST BETWEEN 15TH AVE NE AND 16TH AVE NE,2,2,1,21/08/2012,N
N 80TH ST BETWEEN STONE AVE N AND GREEN LAKE DR N,2,1,1,17/08/2014,N
JAMES ST AND YESLER WAY,2,2,1,29/08/2007,N
N 130TH ST BETWEEN AURORA AVE N AND STONE AVE N,2,0,1,30/04/2013,N
NW MARKET ST BETWEEN 24TH AVE NW AND 26TH AVE NW,2,2,0,10/11/2016,N
E JOHN ST BETWEEN 12TH AVE E AND 13TH AVE E,2,2,0,03/10/2008,N
1ST AVE BETWEEN SPRING ST AND SENECA ST,2,2,0,10/05/2015,Y
1ST AVE N BETWEEN JOHN ST AND THOMAS ST,3,2,0,27/02/2008,N
12TH AVE NE AND NE 41ST ST,2,2,1,02/11/2007,N
U VILLAGE DR AND NE 45TH ST,3,2,0,06/09/2005,N
AURORA AVE N BETWEEN N NORTHGATE WAY AND N 107TH S ST,1,1,0,13/06/2013,N
AURORA AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,0,0,0,26/09/2011,N
AURORA AVE N BETWEEN N 68TH ST AND N 70TH ST,2,1,1,07/11/2015,N
42ND AVE SW BETWEEN SW GENESEE ST AND SW OREGON ST,3,2,0,27/03/2013,N
1ST AVE S AND S HOLGATE ST,2,2,0,02/12/2013,N
FRANCIS AVE N BETWEEN N 42ND ST AND N 43RD ST,4,3,0,15/10/2010,N
1ST AVE S BETWEEN S STACY ST AND S LANDER ST,2,1,1,31/01/2015,N
1ST AVE S AND S MAIN ST,4,2,0,14/09/2008,N
,2,2,0,15/09/2008,N
SEWARD PARK AVE S BETWEEN S WILLOW ST AND S FRONTENAC ST,2,1,2,16/09/2007,N
EASTLAKE AVE E BETWEEN E ALLISON ST AND HARVARD AVE E,2,2,0,25/01/2011,N
RENTON AVE S AND S CLOVERDALE ST,4,3,0,28/10/2008,N
S BAYVIEW ST BETWEEN 14TH AVE S AND BEACON AVE S,2,2,0,10/10/2007,N
14TH AVE NW AND NW 60TH ST,2,2,0,04/06/2013,N
EVANSTON AVE N AND N 102ND ST,2,2,0,26/05/2010,N
14TH AVE AND E CHERRY ST,2,2,0,28/05/2017,N
NE 45TH ST BETWEEN U VILLAGE DR AND NE 45TH PL,3,3,0,20/03/2008,N
8TH AVE NE BETWEEN NE 64TH ST AND NE 65TH ST,2,2,0,02/12/2011,N
AIRPORT WAY S BETWEEN S LUCILE ST AND CORSON AVE S,2,2,0,15/08/2013,N
N 85TH ST BETWEEN 1ST AVE NW AND PALATINE AVE N,3,3,0,13/05/2009,N
1ST AVE AND SENECA ST,2,2,0,19/10/2006,N
NE 50TH ST BETWEEN 12TH AVE NE AND BROOKLYN AVE NE,3,2,0,31/01/2008,N
N 71ST ST BETWEEN LINDEN AVE N AND AURORA AVE N,2,2,0,28/12/2012,N
STURGUS AVE S BETWEEN S JUDKINS ST AND S ATLANTIC ST,2,2,0,17/04/2006,N
12TH AVE AND E SPRUCE ST,2,2,0,10/12/2015,N
19TH AVE AND E CHERRY ST,3,2,0,12/03/2013,N
NE 89TH ST BETWEEN 20TH AVE NE AND DEAD END 1,2,2,0,22/02/2007,N
NOB HILL AVE N BETWEEN ROY ST AND VALLEY ST,2,2,0,01/12/2008,N
S STEVENS ST BETWEEN 15TH AVE S AND 16TH AVE S,2,1,1,05/01/2011,N
LAKE WASHINGTON BLVD E BETWEEN E MADISON ST AND ARBORETUM DR E,5,1,1,05/08/2012,N
PASADENA PL NE BETWEEN NE 42ND ST AND DEAD END 2,2,2,0,03/10/2015,N
FAIRVIEW AVE E BETWEEN E GARFIELD ST AND E BLAINE ST,2,2,0,22/12/2008,N
15TH AVE NE AND NE PACIFIC ST,4,2,2,10/07/2007,N
15TH AVE NE AND NE 55TH ST,2,2,1,06/05/2012,N
RENTON AVE S BETWEEN S CAMANO PL AND S CLOVERDALE ST,3,2,0,22/02/2007,N
RAINIER AVE S AND S WELLER ST,3,3,1,10/04/2009,N
E DENNY WAY BETWEEN 10TH AVE E AND 11TH AVE,2,2,0,06/10/2013,N
4TH AVE S BETWEEN S FRONT ST AND S MICHIGAN ST,2,2,0,02/04/2010,N
NW MARKET ST BETWEEN NW 50TH ST AND 3RD AVE NW,1,1,0,08/06/2017,N
M L KING JR ER WAY S AND S CLOVERDALE ST,2,2,2,14/11/2008,N
JAMES ST BETWEEN 8TH AVE AND 9TH AVE,2,2,0,01/05/2012,N
4TH AVE AND JAMES ST,2,1,1,13/03/2013,N
LAKE CITY WAY NE AND NE 98TH ST,3,2,1,11/11/2010,N
45TH AVE NE BETWEEN NE 94TH ST AND NE 95TH ST,2,2,0,27/11/2006,N
E MADISON ST BETWEEN E DENNY WAY AND 22ND AVE E,2,2,1,09/02/2015,N
AURORA AVE N AND N 77TH ST,2,2,2,03/06/2008,N
18TH AVE NW BETWEEN NW 67TH ST AND NW 70TH ST,2,2,0,30/03/2013,N
42ND AVE NE BETWEEN NE 38TH ST AND NE 41ST ST,2,2,0,10/12/2006,N
1ST AVE NW AND NW 143RD ST,2,1,1,16/05/2006,N
JAMES ST BETWEEN 4TH AVE AND 5TH AVE,2,2,0,17/12/2015,N
RAINIER AVE S BETWEEN S MOUNT BAKER EB BV AND S HANFORD ST,5,3,2,20/08/2013,N
NE 45TH ST BETWEEN 17TH NB AVE NE AND 18TH AVE NE,4,2,0,20/09/2007,N
1ST AVE NE AND NE 80TH ST,3,2,0,06/08/2008,N
N 107TH ST BETWEEN DENSMORE AVE N AND N NORTHGATE WAY,5,2,0,22/06/2010,N
45TH AVE SW AND SW SPOKANE ST,4,2,3,04/10/2011,N
6TH AVE S BETWEEN S LANE ST AND S DEARBORN ST,0,2,0,30/09/2015,N
17TH NB AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,2,2,0,12/09/2007,N
RAINIER AVE S BETWEEN S KING ST AND S WELLER ST,3,2,1,30/09/2011,N
12TH AVE SW BETWEEN SW HENDERSON ST AND SW BARTON ST,1,1,0,29/06/2012,N
LEARY WAY NW AND NW 45TH ST,1,1,1,21/10/2007,N
S MASSACHUSETTS ST BETWEEN DEAD END AND 12TH AVE S,2,2,0,25/04/2005,N
GREEN LAKE DR N AND N 80TH ST,3,2,0,19/08/2012,N
18TH AVE SW BETWEEN SW HENDERSON ST AND SW BARTON ST,2,2,0,05/11/2010,N
1ST AVE AND DENNY WAY,2,2,0,10/08/2006,N
3RD AVE W AND W GALER W ST,0,0,0,11/10/2011,N
2ND AV SW TURN RD BETWEEN HIGHLAND PARK WAY SW AND 2ND AVE SW,2,2,0,26/08/2014,N
EAST MARGINAL WAY S BETWEEN XW ALASKA AND S HUDSON ST,0,0,0,31/03/2012,N
W DRAVUS ST BETWEEN 39TH AVE W AND 40TH AVE W,0,0,0,29/11/2014,N
35TH AVE SW AND SW ANDOVER N ST,4,2,0,09/09/2008,N
3RD AVE AND UNIVERSITY ST,0,2,0,15/11/2015,N
CORLISS AVE N AND N NORTHGATE WAY,3,2,0,17/11/2009,N
MERCER ST BETWEEN 5TH AVE N AND TAYLOR AVE N,3,2,0,04/09/2007,N
N 40TH ST BETWEEN DENSMORE AVE N AND WALLINGFORD AVE N,2,2,0,03/08/2004,N
LINDEN AVE N AND N 74TH ST,2,2,1,10/01/2014,N
GREENWOOD AVE N AND N 87TH ST,2,2,1,10/02/2010,N
1ST S AVE S BETWEEN 1ST N AVE S AND S FRONT ST,5,4,1,26/04/2016,N
17TH AVE S BETWEEN S HINDS ST AND S SPOKANE ST,2,2,0,30/03/2013,N
S MCCLELLAN ST BETWEEN 23RD AVE S AND HARRIS PL S,2,2,0,15/10/2011,N
1ST AVE S AND S KING ST,3,2,0,31/07/2010,N
ALASKAN WAY BETWEEN VINE ST AND CLAY ST,0,2,1,10/03/2015,N
11TH AVE SW BETWEEN SW BARTON ST AND SW CAMBRIDGE ST,2,2,0,12/11/2008,N
16TH AVE BETWEEN E YESLER WAY AND E FIR W ST,2,2,0,28/06/2006,N
39TH AVE NE BETWEEN NE 57TH ST AND NE 60TH ST,2,2,0,20/03/2007,N
YALE AVE E BETWEEN E LYNN ST AND E LOUISA ST,2,2,0,10/09/2011,N
NW CARKEEK PARK RD BETWEEN POINT B AND POINT C,1,1,1,30/08/2007,N
DELRIDGE WAY SW AND SW ORCHARD ST,5,2,0,24/05/2009,N
MADISON ST BETWEEN 5TH AVE AND 6TH AVE,1,0,0,20/09/2012,N
SWIFT AVE S BETWEEN COVELLO W DR S AND COVELLO E DR S,3,2,0,27/03/2014,N
M L KING JR WAY S BETWEEN S MASSACHUSETTS ST AND S GRAND ST,0,2,1,24/04/2015,N
32ND AVE W AND W THURMAN ST,0,0,0,12/06/2008,N
SW GENESEE ST BETWEEN 25TH AVE SW AND 26TH AVE SW,2,1,0,23/07/2013,N
S MYRTLE ST BETWEEN 38TH AVE S AND M L KING JR WR WAY S,5,2,1,20/08/2011,N
NE 45TH ST BETWEEN 9TH E AVE NE AND ROOSEVELT WAY NE,0,0,0,03/01/2011,N
N 85TH ST BETWEEN STONE E AVE N AND INTERLAKE W AVE N,2,2,0,25/05/2006,N
NW 61ST ST BETWEEN 14TH AVE NW AND 15TH AVE NW,2,2,0,17/09/2007,N
S MICHIGAN ST BETWEEN 5TH PL S AND 6TH AVE S,3,2,0,03/08/2004,N
38TH AVE S AND S DAKOTA ST,2,2,0,25/07/2006,N
E DENNY WAY BETWEEN 25TH AVE AND 26TH AVE,2,2,0,20/11/2016,Y
6TH AVE S BETWEEN S JACKSON ST AND S KING ST,4,2,0,27/08/2013,N
19TH AVE NE BETWEEN NE 97TH ST AND NE 98TH ST,2,2,0,22/10/2007,N
RAINIER AVE S BETWEEN S ADAMS ST AND S GENESEE N ST,2,2,0,02/09/2008,N
4TH AVE S BETWEEN S FRONT ST AND S MICHIGAN ST,3,2,3,28/02/2014,N
MERCER ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE N,3,2,1,02/05/2015,N
35TH AVE SW BETWEEN SW MYRTLE ST AND SW OTHELLO ST,2,2,1,06/05/2008,N
GREENWOOD AVE N BETWEEN N 76TH ST AND N 77TH ST,0,1,1,08/05/2015,Y
23RD AVE S AND S COLLEGE ST,4,2,0,30/06/2008,N
FAUNTLEROY WAY SW AND SW HUDSON ST,3,2,0,06/06/2004,N
20TH AVE NE AND LAKE CITY WAY NE,2,2,0,15/06/2013,N
28TH AVE NW AND NW 63RD ST,1,1,0,05/02/2010,N
NE 98TH ST BETWEEN 23RD AVE NE AND LAKE CITY WAY NE,0,0,0,04/11/2006,N
NE 127TH ST BETWEEN 26TH AVE NE AND 27TH AVE NE,1,1,0,08/09/2011,N
E JEFFERSON ST BETWEEN 12TH AVE AND 13TH AVE,3,2,0,24/06/2014,N
AIRPORT WAY S AND S INDUSTRIAL EB WAY,1,1,0,04/05/2013,N
DELRIDGE WAY SW BETWEEN SW DAKOTA ST AND SW GENESEE ST,0,0,0,23/10/2014,N
S ROSE ST BETWEEN RENTON N AVE S AND 44TH PL S,2,1,1,22/12/2007,N
JEFFERSON ST BETWEEN 4TH AVE AND 5TH AVE,2,2,0,28/08/2009,N
E DENNY WAY BETWEEN 23RD AVE AND 24TH AVE,2,2,0,15/01/2007,N
AURORA AVE N BETWEEN N 127TH ST AND N 128TH ST,4,4,3,28/04/2009,N
NW 65TH ST BETWEEN 21ST AVE NW AND 22ND E AVE NW,2,2,0,25/10/2011,N
38TH AVE SW BETWEEN SW CHARLESTOWN ST AND BELVIDERE AVE SW,2,2,0,10/10/2010,N
AURORA AVE N AND N 90TH ST,5,2,1,10/04/2015,N
E JOHN ST AND E OLIVE WAY,2,1,1,31/05/2016,N
LAKE CITY WAY NE AND NE 90TH ST,3,2,0,14/11/2009,N
OCCIDENTAL AVE S BETWEEN S FOREST ST AND S HANFORD ST,2,2,0,18/03/2005,N
SEWARD PARK AVE S BETWEEN S FONTANELLE PL AND S KENYON ST,2,2,0,03/07/2013,N
E MADISON ST BETWEEN 25TH AVE E AND 26TH AVE E,2,2,0,14/05/2011,N
LINDEN AVE N BETWEEN N 130TH ST AND N 135TH ST,2,2,0,31/03/2013,N
,4,2,0,19/01/2013,N
15TH AVE NE BETWEEN NE 75TH ST AND NE 76TH ST,2,2,0,10/05/2010,N
E PIKE ST BETWEEN HARVARD AVE AND BROADWAY,4,3,0,08/10/2013,N
W BOSTON ST BETWEEN THORNDYKE AVE W AND 26TH AVE W,0,2,0,20/10/2016,Y
RAINIER AVE S AND S COLLEGE N ST,2,2,1,06/07/2007,N
38TH AVE S AND S BARTON ST,4,2,1,16/08/2009,N
NE BLAKELEY ST BETWEEN NE 45TH PL AND 35TH AVE NE,2,2,0,03/11/2009,N
45TH AVE SW BETWEEN SW MASSACHUSETTS ST AND SW HOLGATE ST,2,2,0,04/08/2007,N
5TH AVE N AND VALLEY ST,0,0,0,18/12/2004,N
DENNY WAY BETWEEN 6TH AVE AND BOREALIS AVE,3,2,0,21/12/2013,N
FREMONT AVE N AND N 80TH ST,3,2,0,04/12/2010,N
20TH AVE W AND GILMAN AVE W,2,1,1,31/05/2016,N
AURORA AVE N AND HALLADAY ST,0,0,0,01/04/2013,N
ROOSEVELT WAY NE AND NE 80TH ST,2,1,0,14/11/2013,N
BATTERY ST TUNNEL NB BETWEEN ALASKAN WY VI NB AND AURORA AVE N,1,1,0,23/10/2010,N
HOLMAN RD NW BETWEEN MARY AVE NW AND 14TH AVE NW,2,2,0,05/07/2006,N
,2,2,0,13/02/2015,N
9TH AVE NE AND NE 50TH ST,3,2,1,12/08/2008,N
1ST AVE BETWEEN SENECA ST AND UNIVERSITY ST,8,2,0,30/03/2013,N
DEXTER AVE N AND LEE ST,2,2,1,08/11/2006,N
BEACON AVE S BETWEEN S HINDS ST AND S SPOKANE ST,3,2,2,09/10/2007,N
M L KING JR WAY S AND S WALKER ST,3,2,1,09/01/2017,N
NW MARKET ST BETWEEN 28TH AVE NW AND NW 54TH ST,4,2,3,01/09/2013,N
10TH AVE S AND S CLOVERDALE ST,2,2,0,23/03/2007,N
30TH AVE SW AND SW THISTLE ST,8,2,0,01/11/2008,N
1ST AVE S AND S HORTON ST,1,1,0,16/05/2013,N
LAKESIDE AVE S BETWEEN S LANE ST AND 35TH AVE S,2,2,0,23/03/2014,N
,0,0,0,07/06/2017,N
4TH AVE BETWEEN SPRING ST AND SENECA ST,2,2,2,10/08/2007,N
N 45TH ST BETWEEN MERIDIAN AVE N AND BAGLEY AVE N,0,0,0,21/10/2012,N
15TH AVE NW AND NW 54TH ST,3,1,1,28/08/2011,N
15TH AVE NW BETWEEN BALLARD BR AND NW 51ST ST,0,0,0,06/06/2011,N
LAKE WASHINGTON BLVD E BETWEEN BOYER AVE E AND E FOSTER ISLAND RD,3,3,0,10/11/2009,N
ROOSEVELT WAY NE BETWEEN NE 97TH ST AND NE 98TH ST,3,3,1,06/10/2007,N
SUMMIT AVE AND E PINE ST,3,2,3,15/04/2005,N
11TH AVE NW AND NW LEARY WAY,2,2,1,27/06/2013,N
N 36TH ST BETWEEN FREMONT AVE N AND FREMONT LN N,2,2,0,03/02/2006,N
FAUNTLEROY WAY SW BETWEEN CALIFORNIA AVE SW AND 44TH AVE SW,2,2,1,07/07/2016,N
SW EDMUNDS ST BETWEEN DEAD END 2 AND FAUNTLEROY WAY SW,2,2,0,27/02/2013,N
FREMONT AVE N BETWEEN N 62ND ST AND N 63RD ST,1,1,0,08/12/2014,N
JAMES ST AND TERRY AVE,3,2,0,02/04/2009,N
37TH AVE SW BETWEEN FAUNTLEROY WAY SW AND SW OREGON ST,2,2,0,08/07/2008,N
RAINIER AVE S AND S JUNEAU ST,2,2,0,18/12/2011,N
62ND AVE S BETWEEN S RYAN ST AND S PRENTICE ST,5,2,0,08/12/2016,N
NW 54TH ST BETWEEN DEAD END 2 AND 6TH AVE NW,5,5,0,20/08/2009,N
LENORA ST BETWEEN 1ST AVE AND 2ND AVE,2,2,0,29/05/2015,Y
RAINIER AVE S BETWEEN S BYRON ST AND S WALDEN ST,0,0,0,19/11/2009,N
9TH AVE AND JAMES ST,3,2,0,05/11/2005,N
S EDMUNDS ST BETWEEN RAINIER AVE S AND 39TH AVE S,2,2,0,27/12/2013,N
MONTLAKE BLVD NE BETWEEN NE PACIFIC ST AND NE PACIFIC PL,3,2,1,15/10/2010,N
S CHARLESTOWN ST BETWEEN 35TH AVE S AND 36TH AVE S,2,2,2,27/03/2013,N
TERRY AVE BETWEEN ALDER ST AND TERRACE ST,2,2,0,22/03/2012,N
N 74TH ST BETWEEN 1ST AVE NW AND GREENWOOD AVE N,2,2,0,10/11/2010,N
15TH AV W NB OFF RP AND W DRAVUS ST,2,0,0,06/07/2014,N
4TH AVE S BETWEEN S MASSACHUSETTS ST AND S HOLGATE ST,0,0,0,29/10/2009,N
23RD AVE BETWEEN E TERRACE ST AND E JEFFERSON ST,2,2,2,02/04/2007,N
MINOR AVE AND SENECA ST,2,2,1,17/01/2007,N
14TH AVE AND E SPRING ST,2,2,0,11/03/2007,N
32ND AVE NW AND NW 77TH ST,8,2,3,16/03/2012,N
35TH AVE NE BETWEEN NE 73RD ST AND NE 75TH ST,2,2,0,07/05/2010,N
BEACON WR AVE S BETWEEN 28TH AVE S AND S MYRTLE ST,4,2,2,14/05/2015,N
DENNY WAY AND FAIRVIEW AVE,3,3,0,21/11/2008,N
RAINIER AVE S BETWEEN S NORFOLK ST AND S COOPER ST,2,1,0,31/03/2013,N
HARBOR AVE SW BETWEEN SW CALIFORNIA PL AND SW MARYLAND PL,1,0,0,08/04/2012,N
EAST MARGINAL WAY S BETWEEN XW ALASKA AND S HUDSON ST,5,2,1,20/12/2012,N
17TH AVE SW AND SW MYRTLE ST,3,2,0,19/02/2010,N
HOLMAN RD NW AND MARY AVE NW,2,2,0,31/10/2006,N
2ND AVE BETWEEN COLUMBIA ST AND MARION ST,2,2,0,14/01/2015,N
LEARY AVE NW BETWEEN NW VERNON PL AND NW MARKET ST,2,2,0,11/01/2008,N
N 77TH ST BETWEEN EAST GREEN LAKE DR N AND MERIDIAN AVE N,2,2,0,30/03/2013,N
NW 59TH ST BETWEEN 15TH AVE NW AND 17TH AVE NW,0,0,0,11/03/2010,N
26TH AVE SW BETWEEN SW CAMBRIDGE ST AND SW ROXBURY ST,2,2,2,26/02/2006,N
15TH AVE S AND S DAKOTA ST,4,2,0,02/12/2016,N
M L KING JR WAY S AND RAINIER AVE S,2,2,0,13/02/2013,N
8TH AVE BETWEEN BLANCHARD ST AND BELL ST,1,1,0,28/05/2009,N
BROADWAY E BETWEEN E MERCER ST AND E ROY E ST,3,2,1,03/09/2008,N
S HANFORD ST BETWEEN 37TH AVE S AND HUNTER WR BLVD S,1,0,0,09/12/2012,N
SWIFT AVE S BETWEEN S WILLOW ST AND COVELLO W DR S,2,1,1,06/08/2011,N
31ST AVE S BETWEEN S LANDER ST AND S MCCLELLAN ST,0,0,0,18/10/2015,Y
4TH AVE S AND S LANDER ST,4,2,2,17/10/2006,N
ELLIOTT AVE W AND W MERCER PL,5,2,0,06/09/2009,N
ALKI AVE SW BETWEEN SW RHODE ISLAND ST AND SW JERSEY ST,2,2,0,22/07/2012,N
EAGLE ST BETWEEN WESTERN AVE AND 1ST AVE,0,0,0,28/03/2010,N
3RD AVE SW AND OLSON PL SW,2,2,2,08/04/2006,N
30TH AVE SW BETWEEN SW WEBSTER ST AND SW HOLDEN ST,2,2,0,27/04/2008,N
SWIFT AVE S BETWEEN 19TH ER AVE S AND S GRAHAM ST,3,2,0,01/04/2013,N
INTERLAKE AVE N AND N ALLEN PL,4,2,0,22/02/2013,N
24TH AVE NE AND NE 80TH ST,2,2,0,04/11/2010,N
10TH AVE E BETWEEN E HIGHLAND DR AND E GALER ST,3,2,0,13/11/2006,N
